Code,name,symptoms_0,symptoms_1,symptoms_2,symptoms_3,symptoms_4,symptoms_5,symptoms_6,symptoms_7,symptoms_8,symptoms_9,symptoms_10,symptoms_11,symptoms_12,symptoms_13,symptoms_14,symptoms_15,symptoms_16,symptoms_17,symptoms_18,symptoms_19,symptoms_20,symptoms_21,symptoms_22,symptoms_23,Description,commonTestsAndProcedures,commonMedications,age,gender,race/ethnicity
777,Bone disorder,Back pain,36,Knee pain,27,Leg pain,25,Shoulder pain,25,Bones are painful,16,Leg cramps or spasms,5,Leg weakness,5,Difficulty speaking,3,Hot flashes,3,Stiffness all over,3,Leg lump or mass,2,Muscle stiffness or tightness,"2"""," Also known as Bone Disease , , ,Bone disease refers to the medical conditions which affect the bone. , Source: Wikipedia,Patients with bone disorder often receive ",",Radiographic imaging procedure,Hematologic tests Blood test,Examination of breast,Complete physical skin exam performed ML,Lipid panel,Bone density scan,Pelvis exam,Mammography Mammogram",",Alendronate,Ergocalciferol,Risedronate Actonel,Ibandronate Boniva,Raloxifene Evista,Letrozole Femara,Anastrozole Arimidex,Calcitonin,Calcium Citrate,Zoledronic Acid Reclast,Cellulose,Infliximab Remicade,Etanercept Enbrel","75+,60-74",Unspecified,other
778,Epilepsy,Seizures,91,Headache,32,Abnormal involuntary movements,13,Disturbance of memory,9,Difficulty speaking,4,Lack of growth,2,Stiffness all over,2,Eye moves abnormally,2,Muscle weakness,"1""",,,,,,," Also known as Seizure Disorder , , ,Epilepsy is a common and diverse set of chronic neurological disorders characterized by seizures. Some definitions of epilepsy require that seizures be recurrent and unprovoked, but others require only a single seizure combined with brain alterations which increase the chance of future seizures. In many cases a cause cannot be identified; however, factors that are associated include brain trauma, strokes, brain cancer, and drug and alcohol misuse among others. , Source: Wikipedia,Patients with epilepsy often receive ",",Hematologic tests Blood test,Complete blood count Cbc,X ray computed tomography Scan ct,Other diagnostic procedures interview evaluation consultation,Magnetic resonance imaging Mri,CAT scan of head Head ct,Electroencephalogram EEG Eeg,Toxicology screen",",Levetiracetam Keppra,Phenytoin Dilantin,Lamotrigine Lamictal,Divalproex Sodium Depakote,Carbamazepine,Topiramate Topamax,Oxcarbazepine Trileptal,Phenobarbital,Zonisamide,Valproic Acid,Fosphenytoin,Ethosuximide,Lacosamide Vimpat",5-14,Unspecified,other
779,Personality disorder,Depressive or psychotic symptoms,70,Depression,68,Anxiety and nervousness,51,Hostile behavior,24,Insomnia,20,Excessive anger,16,Low self-esteem,15,Delusions or hallucinations,13,Drug abuse,12,Fears and phobias,8,Temper problems,7,Obsessions and compulsions,"7"""," , ,Personality disorder, according to the current version of the Diagnostic and Statistical Manual (DSM-5), refers to a class of maladaptive personality traits, that is, enduring patterns of behavior, cognitions and inner experience that are exhibited across many contexts and deviate markedly from those accepted by the individual's culture. These patterns are inflexible and are associated with significant distress or disability. The definitions may vary some according to other sources. , Source: Wikipedia,Patients with personality disorder often receive ",",Psychotherapy,Mental health counseling,Depression screen Depression screening,Toxicology screen,Psychological and psychiatric evaluation and therapy,Blood alcohol,Occupational therapy assessment Speech therapy,Alcohol and drug rehabilitation detoxification",",Clonazepam,Bupropion Wellbutrin,Quetiapine Seroquel,Risperidone,Trazodone,Duloxetine Cymbalta,Lamotrigine Lamictal,Aripiprazole Abilify,Divalproex Sodium Depakote,Olanzapine Zyprexa,Lithium Li,Benztropine,Mirtazapine","30-44,45-59",Unspecified,other
780,Shingles (herpes zoster),Skin rash,82,Back pain,41,Skin lesion,40,Itching of skin,30,Ache all over,26,Headache,26,Sharp abdominal pain,25,Side pain,25,Sharp chest pain,25,Abnormal appearing skin,24,Pain in eye,19,Facial pain,"18"""," Also known as Zoster, Herpes Zoster, and Herpes Zona , , ,Herpes zoster (or simply zoster), commonly known as shingles and also known as zona, is a viral disease characterized by a painful skin rash with blisters in a limited area on one side of the body (left or right), often in a stripe. The initial infection with varicella zoster virus (VZV) causes the acute, short-lived illness chickenpox which generally occurs in children and young adults. Once an episode of chickenpox has resolved, the virus is not eliminated from the body but can go on to cause shingles  an illness with very different symptoms  often many years after the initial infection. Herpes zoster is not the same disease as herpes simplex, despite the name similarity; both the varicella zoster virus and herpes simplex virus belong to the same viral subfamily Alphaherpesvirinae. , Source: Wikipedia,Patients with shingles (herpes zoster) often receive ",",Complete physical skin exam performed ML,Other non OR or closed therapeutic nervous system procedures",",Acyclovir,Valacyclovir Valtrex,Gabapentin,Famciclovir,Pregabalin Lyrica,Capsaicin Topical,Calamine Topical,Homatropine Ophthalmic,Colloidal Oatmeal Topical,Zoster Vaccine Live,Loteprednol Ophthalmic,Adapalene Topical","75+,60-74",Unspecified,other
781,Tourette syndrome,Abnormal involuntary movements,77,Depressive or psychotic symptoms,33,Headache,27,Allergic reaction,20,Drug abuse,11,Sleepiness,11,Abnormal movement of eyelid,11,Excessive anger,11,Delusions or hallucinations,11,Obsessions and compulsions,11,Temper problems,11,Warts,"11"""," , ,Tourette syndrome (also called Tourette's syndrome, Tourette's disorder, Gilles de la Tourette syndrome, GTS or, more commonly, simply Tourette's or TS) is an inherited neuropsychiatric disorder with onset in childhood, characterized by multiple physical (motor) tics and at least one vocal (phonic) tic. These tics characteristically wax and wane, can be suppressed temporarily, and are preceded by a premonitory urge. Tourette's is defined as part of a spectrum of tic disorders, which includes provisional, transient and persistent (chronic) tics. , Source: Wikipedia,Patients with tourette syndrome often receive ",",Psychotherapy,Mental health counseling,Other diagnostic procedures interview evaluation consultation,Depression screen Depression screening,Magnetic resonance imaging Mri,Psychological and psychiatric evaluation and therapy,Electroencephalogram EEG Eeg,Colonoscopy and biopsy",",Clonidine,Risperidone,Guanfacine Intuniv,Haloperidol,Pimozide Orap,Atomoxetine Strattera,Adderall,Topiramate Topamax,Methylphenidate,Melatonin,Benztropine,Dexmethylphenidate Focalin,Oxcarbazepine Trileptal","5-14,15-29",male,other
782,Avascular necrosis,Hip pain,86,Knee pain,53,Shoulder pain,45,Drug abuse,12,Bowlegged or knock-kneed,12,Shoulder stiffness or tightness,12,Shoulder weakness,"12""",,,,,,,,,,," Also known as Ischemic Necrosis and Avascular Necrosis Of Bone , , ,Avascular necrosis (also osteonecrosis, bone infarction, aseptic necrosis, ischemic bone necrosis, and AVN) is a disease where there is cellular death (necrosis) of bone components due to interruption of the blood supply. Without blood, the bone tissue dies and the bone collapses. If avascular necrosis involves the bones of a joint, it often leads to destruction of the joint articular surfaces. (see Osteochondritis dissecans). , Source: Wikipedia,Patients with avascular necrosis often receive ",",Radiographic imaging procedure,Plain x ray X ray,Complete physical skin exam performed ML,Magnetic resonance imaging Mri,Physical therapy exercises Exercises,Other diagnostic procedures interview evaluation consultation,Lipid panel,Prostate specific antigen measurement Prostate specific antigen test",",Oxycodone,Emtricitabine Tenofovir,Ritonavir Norvir,Mycophenolate Mofetil Cellcept,Hydroxychloroquine Plaquenil,Meloxicam,Cyclosporine,Ropinirole,Oxybutynin,Bupivacaine,Methadone,Saquinavir,Lopinavir",45-59,male,other
783,Strep throat,Sore throat,95,Fever,85,Cough,59,Headache,50,Vomiting,40,Ear pain,39,Nasal congestion,38,Skin rash,32,Ache all over,28,Difficulty in swallowing,18,Chills,15,Decreased appetite,"13"""," Also known as Streptococcal Pharyngitis and Streptococcal Sore Throat , , ,Streptococcal pharyngitis, streptococcal tonsillitis, or streptococcal sore throat (known colloquially as strep throat) is a type of pharyngitis caused by a group A streptococcal infection. It affects the pharynx including the tonsils and possibly the larynx. Common symptoms include fever, sore throat, and enlarged lymph nodes. It is the cause of 37% of sore throats among children and 5-15% in adults. , Source: Wikipedia,Patients with strep throat often receive ",",Influenzavirus antibody assay,Tonsillectomy and or adenoidectomy,Other respiratory therapy",",Amoxicillin,Penicillin,Cefprozil,Penicillin G Benzathine Bicillin,Phenol Topical,Cefadroxil,Electrolyte Replacement Solutions,,Isometheptene Mucate,Benzthiazide Exna","5-14,1-4",Unspecified,other
784,Spinocerebellar ataxia,Problems with movement,72,Dizziness,53,Abnormal involuntary movements,42,Skin rash,27,Fainting,27,Difficulty speaking,27,Headache,27,Blood in urine,27,Foot or toe pain,27,Cough,27,Anxiety and nervousness,27,Disturbance of memory,"27"""," Also known as Spinocerebellar Atrophy , , ,Spinocerebellar ataxia (SCA) is a progressive, degenerative, genetic disease with multiple types, each of which could be considered a disease in its own right. An estimated 150,000 people in the United States are diagnosed with Ataxia, SCA's are the largest group of this hereditary, progressive, degenerative and often fatal neurodegenerative disorders. There is no known effective treatment or cure. Ataxia can affect anyone of any age. It is caused by either a recessive or dominant gene. Many times people are not aware that they carry the ataxia gene until they have children who begin to show signs of having the disorder. , Source: Wikipedia,Patients with spinocerebellar ataxia often receive ",",Hematologic tests Blood test,Magnetic resonance imaging Mri,Other diagnostic procedures interview evaluation consultation,Occupational therapy assessment Speech therapy,Physical therapy exercises Exercises,Physical therapy exercises manipulation and other procedures,Cancer chemotherapy Chemotherapy,Other therapeutic procedures",",Mirtazapine,Meclizine,Duloxetine Cymbalta,Levodopa,Intramuscular Immunoglobulin Baygam,Somatropin,Salmeterol,Clorazepate,Valproic Acid,Propoxyphene,Candesartan Atacand",75+,Unspecified,other
785,Osteomyelitis,Skin lesion,56,Skin on leg or foot looks infected,29,Hand or finger pain,20,Hand or finger swelling,9,Difficulty speaking,7,Foot or toe swelling,7,Knee swelling,5,Bones are painful,5,Skin on arm or hand looks infected,5,Irregular appearing nails,5,Arm swelling,2,Lymphedema,"2"""," Also known as Bone Infection , , ,Osteomyelitis (sometimes abbreviated to OM, and derived from Greek words osteon, meaning bone, myelo- meaning marrow, and -itis meaning inflammation) is infection and inflammation of the bone or bone marrow. It can be usefully subclassified on the basis of the causative organism (pyogenic bacteria or mycobacteria), the route, duration and anatomic location of the infection. , Source: Wikipedia,Patients with osteomyelitis often receive ",",Wound care management,Complete physical skin exam performed ML,Glucose measurement Glucose level,Traction splints and other wound care,Examination of foot,Debridement of wound infection or burn,Excision Removal,Magnetic resonance imaging Mri",",Vancomycin,Zosyn,Cholestyramine Resin Questran,Daptomycin,Balsalazide,Silver Sulfadiazine Topical,Sodium Hypochlorite Topical,Cellulose,Zinc Sulfate,Cefepime,Tetracaine One Touch,Tizanidine,Linezolid Zyvox","75+,60-74,45-59",Unspecified,other
786,Sjogren syndrome,Symptoms of eye,60,Diminished vision,46,Ache all over,36,Joint pain,29,Pain in eye,21,Peripheral edema,21,Mouth dryness,21,Spots or clouds in vision,21,Itchiness of eye,21,Difficulty in swallowing,12,Regurgitation,12,Groin pain,"12"""," , ,Sjogren's syndrome is a disease that causes dryness in your mouth and eyes. It can also lead to dryness in other places that need moisture, such as your nose, throat and skin. Most people who get Sjogren's syndrome are older than 40. Nine of 10 are women. Sjogren's syndrome is sometimes linked to rheumatic problems such as rheumatoid arthritis. Sjogren's syndrome is an autoimmune disease. If you have an autoimmune disease, your immune system, which is supposed to fight disease, mistakenly attacks parts of your own body. In Sjogren's syndrome, your immune system attacks the glands that make tears and saliva. It may also affect your joints, lungs, kidneys, blood vessels, digestive organs and nerves. The main symptoms are: ,Dry eyes ,Dry mouth Treatment focuses on relieving symptoms. NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases , Source: MedlinePlus,Patients with sjogren syndrome often receive ",",Complete physical skin exam performed ML,Mammography Mammogram,Examination of foot,Hip replacement total and partial,Other therapeutic procedures on eyelids conjunctiva cornea,Bone density scan",",Hydroxychloroquine Plaquenil,Cyclosporine Ophthalmic,Alendronate,Cevimeline Evoxac,Methotrexate,Latanoprost,Olmesartan Benicar,Pregabalin Lyrica,Pilocarpine Ophthalmic,Phenylephrine Duramax,Prednisolone Ophthalmic,Risedronate Actonel,Potassium Chloride","75+,60-74",female,other
787,Adhesive capsulitis of the shoulder,Shoulder pain,94,Shoulder stiffness or tightness,56,Neck pain,33,Ache all over,29,Elbow pain,19,Arm pain,19,Skin on arm or hand looks infected,7,Shoulder swelling,7,Stiffness all over,7,Muscle pain,7,Ankle stiffness or tightness,"7""",,," Also known as Frozen Shoulder , , ,Frozen shoulder, medically referred to as adhesive capsulitis, is a disorder in which the shoulder capsule, the connective tissue surrounding the glenohumeral joint of the shoulder, becomes inflamed and stiff, greatly restricting motion and causing chronic pain. , Source: Wikipedia,Patients with adhesive capsulitis of the shoulder often receive ",",Physical therapy exercises Exercises,Plain x ray X ray,Magnetic resonance imaging Mri,Other non OR therapeutic procedures on musculoskeletal system,Other therapeutic procedures,Bone density scan,Other therapeutic procedures on muscles and tendons,Other diagnostic radiology and related techniques",",Cortisone,Nabumetone,Capsaicin Topical,Progesterone,Thyroid Usp Armour Thyroid,Tizanidine,Betamethasone Topical Product,Rapacuronium,Betamethasone,Ethyl Chloride Topical,Coal Tar Topical,Rofecoxib Vioxx","60-74,45-59",Unspecified,other
